id,set,label
2141,train,2
2142,train,5
2143,train,0
2144,train,1
2145,test,3
2146,train,0
2147,train,0
2148,train,2
2149,train,1
2150,train,1
2151,train,3
2152,test,2
2153,test,6
2154,train,2
2155,test,4
2156,train,0
2157,train,8
2158,train,1
2159,train,5
2160,test,0
2161,train,0
2162,train,0
2163,train,6
2164,train,1
2165,train,2
2166,train,3
2167,train,2
2168,train,1
2169,test,3
2170,train,7
2171,train,0
2172,train,0
2173,train,8
2174,train,3
2175,test,2
2176,train,1
2177,test,0
2178,train,4
2179,train,1
2180,train,1
2181,train,5
2182,train,1
2183,train,8
2184,train,0
2185,train,5
2186,train,5
2187,train,0
2188,train,0
2189,train,10
2190,train,0
2191,train,1
2192,train,5
2193,train,2
2194,train,3
2195,train,6
2196,train,0
2197,train,6
2198,train,9
2199,train,5
2200,train,3
2201,test,6
2202,train,10
2203,train,1
2204,train,3
2205,train,0
2206,train,3
2207,train,2
2208,train,1
2209,train,2
2210,train,4
2211,train,1
2212,train,9
2213,train,5
2214,train,4
2215,test,2
2216,test,12
2217,train,2
2218,train,0
2219,train,8
2220,train,3
2221,train,1
2222,train,0
2223,train,2
2224,test,6
2225,train,3
2226,train,0
2227,train,4
2228,train,0
2229,train,0
2230,train,10
2231,train,1
2232,train,6
2233,train,12
2234,train,0
2235,train,8
2236,train,7
2237,train,0
2238,train,2
2239,train,1
2240,train,4
2241,test,1
2242,train,4
2243,train,11
2244,train,0
2245,test,8
2246,train,0
2247,train,5
2248,train,2
2249,train,12
2250,train,2
2251,train,4
2252,train,2
2253,train,0
2254,train,2
2255,train,7
2256,train,1
2257,train,1
2258,train,9
2259,train,1
2260,train,0
2261,train,0
2262,train,2
2263,train,9
2264,train,3
2265,test,11
2266,test,2
2267,train,4
2268,train,0
2269,train,0
2270,test,1
2271,train,1
2272,train,1
2273,train,5
2274,train,1
2275,train,1
2276,test,7
2277,test,9
2278,test,7
2279,train,2
2280,train,0
2281,train,7
2282,test,3
2283,train,8
2284,train,2
2285,test,2
2286,train,0
2287,train,2
2288,test,8
2289,train,8
2290,train,0
2291,train,5
2292,train,1
2293,train,4
2294,train,1
2295,train,1
2296,train,11
2297,train,2
2298,train,3
2299,test,6
2300,train,1
2301,train,3
2302,train,0
2303,train,0
2304,train,7
2305,test,2
2306,train,2
2307,test,2
2308,train,7
2309,train,0
2310,train,2
2311,train,6
2312,train,0
2313,train,1
2314,train,12
2315,train,5
2316,train,0
2317,test,0
2318,train,4
2319,train,3
2320,train,2
2321,train,0
2322,train,11
2323,test,1
2324,train,3
2325,train,2
2326,train,0
2327,train,1
2328,train,7
2329,train,4
2330,test,8
2331,train,1
2332,test,2
2333,train,8
2334,test,7
2335,train,2
2336,train,4
2337,train,10
2338,train,0
2339,train,9
2340,test,10
2341,test,2
2342,train,0
2343,train,3
2344,train,0
2345,train,0
2346,test,0
2347,train,0
2348,test,2
2349,train,1
2350,train,1
2351,train,1
2352,train,0
2353,train,5
2354,train,11
2355,train,0
2356,train,2
2357,train,2
2358,train,11
2359,test,4
2360,train,5
2361,test,4
2362,train,9
2363,train,1
2364,train,2
2365,train,8
2366,train,0
2367,train,1
2368,train,1
2369,train,2
2370,train,2
2371,train,0
2372,train,1
2373,train,8
2374,train,0
2375,train,8
2376,train,6
2377,test,6
2378,test,8
2379,train,1
2380,train,1
2381,train,2
2382,train,13
2383,train,0
2384,train,2
2385,train,0
2386,train,6
2387,train,1
2388,train,3
2389,train,0
2390,train,2
2391,train,4
2392,train,2
2393,train,1
2394,test,1
2395,train,11
2396,train,1
2397,train,8
2398,test,0
2399,train,2
2400,train,0
2401,train,2
2402,train,0
2403,train,4
2404,train,1
2405,train,3
2406,test,7
2407,train,2
2408,train,5
2409,train,1
2410,test,1
2411,train,2
2412,train,2
2413,train,8
2414,train,2
2415,train,0
2416,train,1
2417,test,1
2418,train,6
2419,train,10
2420,train,4
2421,train,7
2422,train,1
2423,train,2
2424,train,2
2425,test,1
2426,train,5
2427,train,0
2428,test,7
2429,train,2
2430,train,5
2431,train,0
2432,train,3
2433,train,4
2434,train,2
2435,train,1
2436,train,0
2437,train,7
2438,train,9
2439,test,8
2440,train,3
2441,train,1
2442,train,9
2443,test,5
2444,train,5
2445,train,1
2446,train,8
2447,test,3
2448,train,1
2449,train,0
2450,train,2
2451,train,5
2452,train,0
2453,train,5
2454,train,0
2455,train,5
2456,train,2
2457,train,0
2458,train,1
2459,train,2
2460,train,0
2461,train,1
2462,test,9
2463,train,2
2464,train,5
2465,test,9
2466,train,1
2467,train,9
2468,train,1
2469,train,4
2470,train,2
2471,train,9
2472,train,0
2473,train,0
2474,test,1
2475,train,4
2476,train,1
2477,train,1
2478,train,2
2479,train,6
2480,train,2
2481,train,1
2482,train,2
2483,train,6
2484,test,3
2485,train,8
2486,train,1
2487,test,2
2488,train,9
2489,train,5
2490,train,7
2491,train,0
2492,train,3
2493,train,0
2494,train,6
2495,train,9
2496,train,0
2497,test,1
2498,train,9
2499,train,1
2500,train,2
2501,train,2
2502,test,6
2503,train,0
2504,test,1
2505,train,5
2506,test,8
2507,test,0
2508,train,0
2509,train,13
2510,train,4
2511,train,9
2512,train,1
2513,train,2
2514,train,6
2515,train,8
2516,test,3
2517,train,1
2518,test,8
2519,test,11
2520,test,7
2521,train,7
2522,train,0
2523,train,8
2524,train,3
2525,test,3
2526,train,1
2527,test,8
2528,test,10
2529,train,1
2530,test,2
2531,train,10
2532,train,0
2533,train,7
2534,train,8
2535,train,0
2536,test,2
2537,test,1
2538,train,2
2539,train,2
2540,train,4
2541,train,7
2542,train,2
2543,train,1
2544,train,3
2545,train,1
2546,train,0
2547,train,4
2548,test,2
2549,test,8
2550,train,0
2551,train,5
2552,test,7
2553,train,10
2554,test,0
2555,test,0
2556,train,3
2557,train,2
2558,test,0
2559,train,0
2560,train,2
2561,train,1
2562,test,0
2563,train,5
2564,train,5
2565,train,7
2566,train,4
2567,train,3
2568,test,2
2569,train,4
2570,test,2
2571,train,0
2572,train,3
2573,test,1
2574,train,10
2575,train,2
2576,train,5
2577,train,0
2578,test,0
2579,train,4
2580,train,3
2581,train,10
2582,test,3
2583,train,3
2584,train,6
2585,train,9
2586,train,2
2587,train,0
2588,train,7
2589,test,4
2590,train,3
2591,train,3
2592,train,3
2593,train,8
2594,train,2
2595,train,0
2596,train,1
2597,train,7
2598,train,4
2599,train,3
2600,train,6
2601,train,4
2602,train,2
2603,train,5
2604,train,1
2605,train,1
2606,train,2
2607,train,7
2608,train,0
2609,train,0
2610,train,5
2611,train,3
2612,train,7
2613,train,0
2614,train,0
2615,train,8
2616,train,2
2617,train,1
2618,train,0
2619,test,3
2620,train,9
2621,train,1
2622,train,2
2623,train,3
2624,train,1
2625,test,3
2626,train,4
2627,train,2
2628,train,0
2629,test,11
2630,train,1
2631,train,5
2632,test,0
2633,train,2
2634,train,1
2635,train,1
2636,train,0
2637,train,1
2638,train,2
2639,train,0
2640,train,6
2641,train,6
2642,train,7
2643,train,11
2644,train,1
2645,test,0
2646,test,3
2647,train,1
2648,train,4
2649,test,1
2650,train,3
2651,train,2
2652,train,1
2653,train,0
2654,train,6
2655,test,1
2656,train,0
2657,train,5
2658,train,2
2659,train,7
2660,train,1
2661,train,8
2662,test,3
2663,train,0
2664,train,4
2665,test,2
2666,test,3
2667,train,0
2668,train,1
2669,train,2
2670,test,7
2671,train,0
2672,train,1
2673,train,1
2674,train,1
2675,train,2
2676,train,4
2677,train,0
2678,train,3
2679,train,1
2680,train,0
2681,train,5
2682,train,4
2683,train,2
2684,train,3
2685,train,5
2686,train,5
2687,test,0
2688,train,6
2689,train,0
2690,test,4
2691,train,13
2692,test,9
2693,train,1
2694,train,2
2695,test,8
2696,train,2
2697,train,1
2698,train,10
2699,train,1
2700,train,0
2701,train,1
2702,train,2
2703,train,0
2704,train,3
2705,train,3
2706,train,3
2707,train,3
2708,test,10
2709,train,0
2710,test,2
2711,train,5
2712,train,4
2713,train,1
2714,train,1
2715,train,11
2716,test,4
2717,train,2
2718,train,3
2719,test,2
2720,test,1
2721,train,1
2722,test,2
2723,test,9
2724,train,4
2725,train,2
2726,train,2
2727,train,8
2728,train,0
2729,train,0
2730,test,1
2731,train,2
2732,train,2
2733,train,0
2734,train,5
2735,train,7
2736,train,1
2737,train,3
2738,train,0
2739,train,8
2740,test,0
2741,train,3
2742,test,1
2743,test,0
2744,train,1
2745,test,0
2746,test,1
2747,train,3
2748,train,2
2749,train,2
2750,train,1
2751,train,3
2752,train,0
2753,test,11
2754,train,2
2755,train,1
2756,train,0
2757,train,2
2758,train,3
2759,train,11
2760,train,3
2761,train,10
2762,test,1
2763,train,3
2764,test,10
2765,train,5
2766,train,1
2767,train,0
2768,train,0
2769,train,8
2770,train,3
2771,train,0
2772,train,1
2773,train,7
2774,test,2
2775,test,4
2776,test,4
2777,train,2
2778,train,1
2779,test,5
2780,test,13
2781,test,4
2782,train,1
2783,train,7
2784,train,0
2785,test,2
2786,train,1
2787,test,6
2788,train,8
2789,train,0
2790,test,0
2791,train,0
2792,test,2
2793,train,7
2794,train,1
2795,train,11
2796,train,0
2797,test,5
2798,train,0
2799,train,4
2800,train,0
2801,train,7
2802,train,4
2803,test,2
2804,train,5
2805,test,5
2806,train,6
2807,train,2
2808,train,0
2809,train,7
2810,train,2
2811,test,12
2812,train,7
2813,train,1
2814,test,1
2815,test,1
2816,train,2
2817,test,2
2818,train,5
2819,train,1
2820,train,0
2821,train,2
2822,train,5
2823,train,3
2824,train,7
2825,test,5
2826,train,6
2827,test,1
2828,test,0
2829,train,2
2830,train,7
2831,train,0
2832,train,1
2833,train,1
2834,test,1
2835,test,1
2836,train,2
2837,train,0
2838,test,6
2839,test,3
2840,train,0
2841,test,0
2842,train,1
2843,train,2
2844,train,2
2845,train,7
2846,test,1
2847,test,1
2848,train,4
2849,train,4
2850,train,6
2851,test,8
2852,train,2
2853,train,2
2854,train,1
2855,test,0
2856,train,5
2857,train,11
2858,train,1
2859,test,1
2860,test,1
2861,test,6
2862,train,1
2863,train,1
2864,train,0
2865,train,0
2866,train,3
2867,train,4
2868,train,1
2869,train,2
2870,train,6
2871,train,2
2872,train,1
2873,train,3
2874,train,0
2875,train,2
2876,train,10
2877,train,1
2878,train,0
2879,train,0
2880,train,6
2881,train,3
2882,test,10
2883,train,3
2884,train,0
2885,train,1
2886,test,4
2887,train,0
2888,train,6
2889,train,5
2890,train,0
2891,train,1
2892,test,0
2893,train,2
2894,train,0
2895,test,5
2896,train,1
2897,train,1
2898,test,0
2899,train,1
2900,train,1
2901,train,0
2902,train,8
2903,train,0
2904,test,2
2905,train,6
2906,train,0
2907,train,4
2908,train,3
2909,test,0
2910,train,1
2911,train,3
2912,train,1
2913,train,6
2914,train,8
2915,train,7
2916,train,0
2917,train,5
2918,train,2
2919,train,0
2920,train,12
2921,train,3
2922,test,0
2923,train,1
2924,train,2
2925,train,0
2926,train,1
2927,train,0
2928,train,4
2929,train,0
2930,train,2
2931,train,3
2932,train,8
2933,train,6
2934,test,5
2935,train,1
2936,train,9
2937,train,1
2938,train,3
2939,train,2
2940,train,0
2941,train,6
2942,test,0
2943,train,3
2944,test,1
2945,train,8
2946,test,0
2947,train,7
2948,train,8
2949,train,3
2950,train,4
2951,train,8
2952,train,1
2953,train,1
2954,train,1
2955,train,2
2956,train,2
2957,train,0
2958,train,0
2959,test,4
2960,train,12
2961,test,3
2962,train,3
2963,test,1
2964,train,0
2965,test,3
2966,train,3
2967,train,1
2968,train,0
2969,train,2
2970,test,10
2971,test,1
2972,train,6
2973,train,2
2974,train,1
2975,train,3
2976,train,3
2977,train,1
2978,train,0
2979,train,0
2980,test,3
2981,test,6
2982,train,1
2983,train,0
2984,train,5
2985,train,2
2986,train,2
2987,train,5
2988,train,7
2989,train,1
2990,train,3
2991,train,2
2992,test,4
2993,train,3
2994,train,0
2995,train,2
2996,train,0
2997,train,8
2998,train,0
2999,test,8
3000,train,5
3001,train,6
3002,train,1
3003,train,0
3004,train,1
3005,train,7
3006,train,6
3007,train,0
3008,train,1
3009,train,1
3010,train,0
3011,test,8
3012,train,4
3013,train,0
3014,train,3
3015,train,2
3016,train,9
3017,train,2
3018,train,0
3019,train,0
3020,train,2
3021,test,0
3022,train,1
3023,train,0
3024,train,4
3025,train,7
3026,test,0
3027,train,4
3028,train,12
3029,train,5
3030,train,2
3031,train,1
3032,train,2
3033,train,5
3034,train,0
3035,train,0
3036,train,2
3037,test,7
3038,train,3
3039,test,1
3040,train,0
3041,test,10
3042,train,3
3043,test,6
3044,train,0
3045,train,0
3046,test,0
3047,train,2
3048,train,3
3049,train,2
3050,train,0
3051,train,0
3052,train,0
3053,train,1
3054,train,6
3055,train,2
3056,test,8
3057,train,0
3058,train,3
3059,test,4
3060,test,2
3061,train,11
3062,train,7
3063,train,3
3064,train,0
3065,train,3
3066,train,0
3067,train,5
3068,train,5
3069,train,0
3070,train,4
3071,train,0
3072,test,4
3073,test,1
3074,train,9
3075,train,1
3076,train,0
3077,train,1
3078,test,4
3079,train,4
3080,train,1
3081,train,0
3082,train,6
3083,train,1
3084,train,3
3085,test,4
3086,train,0
3087,train,0
3088,train,0
3089,train,4
3090,train,6
3091,train,2
3092,test,5
3093,train,3
3094,train,0
3095,train,0
3096,train,3
3097,train,10
3098,train,2
3099,train,5
3100,test,2
3101,train,3
3102,train,2
3103,train,0
3104,test,3
3105,train,6
3106,train,13
3107,train,2
3108,test,3
3109,test,4
3110,test,6
3111,train,8
3112,test,1
3113,train,8
3114,train,5
3115,train,5
3116,train,5
3117,train,2
3118,train,5
3119,train,0
3120,test,2
3121,train,1
3122,train,5
3123,train,11
3124,train,0
3125,train,1
3126,train,5
3127,test,10
3128,train,2
3129,test,2
3130,test,5
3131,train,1
3132,train,3
3133,test,13
3134,train,1
3135,train,2
3136,train,6
3137,train,1
3138,train,2
3139,train,4
3140,test,2
3141,test,0
3142,test,0
3143,train,3
3144,train,1
3145,test,3
3146,train,3
3147,train,6
3148,train,6
3149,train,8
3150,train,1
3151,train,0
3152,train,8
3153,train,0
3154,train,3
3155,train,2
3156,train,0
3157,train,2
3158,test,2
3159,test,3
3160,train,5
3161,train,12
3162,test,0
3163,train,11
3164,train,2
3165,train,2
3166,train,8
3167,train,6
3168,train,12
3169,train,0
3170,train,4
3171,train,3
3172,train,8
3173,train,10
3174,train,1
3175,train,6
3176,train,1
3177,train,10
3178,train,10
3179,train,1
3180,train,1
3181,train,2
3182,train,4
3183,train,1
3184,test,9
3185,train,9
3186,train,10
3187,train,1
3188,train,7
3189,train,4
3190,train,4
3191,train,0
3192,train,1
3193,train,1
3194,train,2
3195,train,3
3196,train,6
3197,train,1
3198,train,0
3199,train,1
3200,train,5
3201,test,2
3202,train,2
3203,train,2
3204,train,2
3205,train,1
3206,train,4
3207,test,1
3208,train,0
3209,test,7
3210,train,0
3211,train,6
3212,train,5
3213,train,1
3214,train,0
3215,train,10
3216,train,0
3217,test,2
3218,train,8
3219,train,5
3220,train,1
3221,test,4
3222,train,3
3223,train,3
3224,test,0
3225,test,4
3226,test,8
3227,train,9
3228,train,0
3229,train,2
3230,test,1
3231,train,2
3232,train,1
3233,train,0
3234,train,6
3235,train,7
3236,train,8
3237,test,12
3238,train,3
3239,test,3
3240,train,2
3241,test,3
3242,train,1
3243,train,2
3244,train,1
3245,train,2
3246,test,4
3247,train,11
3248,train,0
3249,test,3
3250,train,8
3251,train,7
3252,train,4
3253,train,1
3254,train,1
3255,test,7
3256,train,0
3257,train,3
3258,train,1
3259,train,9
3260,train,4
3261,train,1
3262,train,0
3263,test,1
3264,train,3
3265,train,4
3266,test,1
3267,train,1
3268,train,3
3269,test,12
3270,train,7
3271,train,6
3272,train,3
3273,train,1
3274,train,6
3275,train,0
3276,train,0
3277,train,4
3278,train,0
3279,train,4
3280,test,2
3281,test,1
3282,train,2
3283,train,3
3284,test,4
3285,train,6
3286,train,6
3287,train,4
3288,train,1
3289,train,4
3290,train,0
3291,train,4
3292,train,9
3293,train,1
3294,train,2
3295,train,3
3296,train,1
3297,train,4
3298,test,2
3299,train,2
3300,train,0
3301,train,1
3302,train,10
3303,train,2
3304,train,3
3305,train,0
3306,train,2
3307,train,6
3308,train,4
3309,test,6
3310,train,0
3311,train,1
3312,train,0
3313,test,3
3314,train,5
3315,train,0
3316,train,4
3317,train,3
3318,train,2
3319,train,13
3320,train,0
3321,train,0
3322,train,6
3323,test,4
3324,train,1
3325,train,3
3326,test,2
3327,train,2
3328,test,5
3329,test,1
3330,train,4
3331,train,2
3332,train,1
3333,train,3
3334,train,0
3335,train,1
3336,train,10
3337,train,9
3338,train,5
3339,test,11
3340,test,4
3341,train,2
3342,train,2
3343,test,0
3344,train,7
3345,train,5
3346,train,5
3347,test,7
3348,train,8
3349,train,0
3350,train,1
3351,train,9
3352,train,9
3353,train,1
3354,train,0
3355,train,9
3356,train,2
3357,train,0
3358,train,0
3359,test,8
3360,test,4
3361,train,0
3362,train,0
3363,train,12
3364,train,1
3365,train,0
3366,train,2
3367,test,4
3368,test,7
3369,train,3
3370,train,0
3371,test,0
3372,train,6
3373,train,2
3374,train,7
3375,train,5
3376,train,0
3377,train,0
3378,train,3
3379,train,7
3380,train,9
3381,train,2
3382,train,1
3383,train,8
3384,train,6
3385,test,2
3386,train,1
3387,train,2
3388,train,0
3389,train,2
3390,train,3
3391,train,9
3392,train,8
3393,train,1
3394,train,5
3395,train,4
3396,train,1
3397,train,9
3398,train,1
3399,train,1
3400,train,0
3401,train,2
3402,train,0
3403,train,4
3404,train,4
3405,train,1
3406,train,1
3407,train,0
3408,train,7
3409,train,7
3410,train,1
3411,train,1
3412,train,1
3413,train,2
3414,train,2
3415,test,0
3416,train,0
3417,test,0
3418,train,1
3419,train,4
3420,train,2
3421,test,6
3422,test,2
3423,train,3
3424,train,0
3425,train,1
3426,train,0
3427,train,0
3428,test,3
3429,train,2
3430,train,1
3431,train,2
3432,train,9
3433,train,9
3434,test,0
3435,train,3
3436,train,2
3437,train,4
3438,train,1
3439,train,2
3440,test,2
3441,test,2
3442,test,4
3443,train,1
3444,test,9
3445,train,2
3446,test,5
3447,test,2
3448,train,1
3449,train,0
3450,train,11
3451,train,0
3452,train,2
3453,test,0
3454,test,0
3455,train,10
3456,train,1
3457,train,1
3458,train,8
3459,train,4
3460,train,0
3461,train,8
3462,train,0
3463,train,6
3464,train,3
3465,train,5
3466,train,2
3467,train,4
3468,train,4
3469,train,5
3470,train,4
3471,train,8
3472,train,3
3473,train,11
3474,train,5
3475,train,2
3476,train,1
3477,train,1
3478,train,2
3479,train,3
3480,train,1
3481,train,0
3482,train,5
3483,train,8
3484,test,11
3485,train,3
3486,test,2
3487,train,2
3488,train,6
3489,test,3
3490,train,6
3491,train,5
3492,train,3
3493,train,2
3494,train,5
3495,train,1
3496,train,8
3497,train,2
3498,train,1
3499,train,1
3500,train,3
3501,train,5
3502,train,5
3503,test,5
3504,train,0
3505,train,1
3506,train,0
3507,train,1
3508,train,11
3509,train,7
3510,train,2
3511,train,5
3512,train,2
3513,train,7
3514,train,5
3515,test,6
3516,train,12
3517,train,0
3518,test,3
3519,test,2
3520,train,1
3521,train,9
3522,train,1
3523,train,4
3524,train,1
3525,train,9
3526,train,1
3527,test,4
3528,train,1
3529,test,0
3530,train,6
3531,train,2
3532,test,2
3533,train,7
3534,train,3
3535,train,5
3536,train,11
3537,train,1
3538,train,1
3539,train,3
3540,train,9
3541,train,1
3542,train,0
3543,test,3
3544,train,12
3545,test,0
3546,train,1
3547,train,0
3548,test,5
3549,train,4
3550,train,1
3551,train,0
3552,train,2
3553,train,6
3554,train,0
3555,train,2
3556,train,12
3557,train,0
3558,test,3
3559,train,2
3560,test,10
3561,train,9
3562,train,13
3563,train,0
3564,test,1
3565,train,4
3566,train,2
3567,train,7
3568,train,2
3569,train,1
3570,train,6
3571,train,0
3572,train,8
3573,test,3
3574,train,3
3575,test,3
3576,train,3
3577,train,3
3578,train,8
3579,test,3
3580,train,1
3581,train,3
3582,train,1
3583,train,0
3584,test,7
3585,train,5
